dialogue_id,turn_index,sentence_index,speaker,domain,sentence_text,sentence_id,bias_count,bias_score_norm,bias_label,severity,matched_terms,hurtlex_count,hurtlex_norm,hurtlex_label,hurtlex_severity,hurtlex_terms,hurtlex_cats,toxicity_score,toxicity_label
SNG1382.json,6,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",Thanks for your help!,SNG1382.json_6_1,0,0.0,0,0,,0,0.0,0,0,,,0.000575615675188601,0
SNG1382.json,7,0,system,hotel,You're welcome and thanks for using our help desk.,SNG1382.json_7_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005205420893616974,0
SNG1382.json,7,1,system,hotel,Goodbye.,SNG1382.json_7_1,0,0.0,0,0,,0,0.0,0,0,,,0.0009951555402949452,0
MUL0015.json,0,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","I need a hotel with free wifi and free parking, thank you",MUL0015.json_0_0,0,0.0,0,0,,0,0.0,0,0,,,0.0008565643802285194,0
MUL0015.json,1,0,system,"restaurant, taxi, hotel",Allenbell is cheap and has free internet.,MUL0015.json_1_0,0,0.0,0,0,,0,0.0,0,0,,,0.0007817809237167239,0
MUL0015.json,2,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I'm looking for something in the moderate price range actually.,MUL0015.json_2_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005585496546700597,0
MUL0015.json,3,0,system,"restaurant, taxi, hotel",Archway House is a moderately priced 4 star hotel in the North.,MUL0015.json_3_0,0,0.0,0,0,,1,0.0909,1,1,house,cds,0.000663153943605721,0
MUL0015.json,3,1,system,"restaurant, taxi, hotel",Would you like to make a reservation?,MUL0015.json_3_1,0,0.0,0,0,,0,0.0,0,0,,,0.001762500498443842,0
MUL0015.json,4,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",Yes please book the Archway House.,MUL0015.json_4_0,0,0.0,0,0,,1,0.1667,1,1,house,cds,0.0006083156331442297,0
MUL0015.json,5,0,system,"restaurant, taxi, hotel",I'd be happy to book for you.,MUL0015.json_5_0,0,0.0,0,0,,0,0.0,0,0,,,0.0006259166984818876,0
MUL0015.json,5,1,system,"restaurant, taxi, hotel","How many people will be staying, what is your arrival day, and how many nights are you staying?",MUL0015.json_5_1,0,0.0,0,0,,1,0.0556,1,1,people,cds,0.0008397807832807302,0
MUL0015.json,6,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I will be arriving on tuesday and I need to book the room for four nights for three people.,MUL0015.json_6_0,0,0.0,0,0,,1,0.0526,1,1,people,cds,0.0008909450261853635,0
MUL0015.json,7,0,system,"restaurant, taxi, hotel",Ok.,MUL0015.json_7_0,0,0.0,0,0,,0,0.0,0,0,,,0.0010042809881269932,0
MUL0015.json,7,1,system,"restaurant, taxi, hotel",I've booked that guesthouse for you.,MUL0015.json_7_1,0,0.0,0,0,,0,0.0,0,0,,,0.0006865887553431094,0
MUL0015.json,7,2,system,"restaurant, taxi, hotel",Your reference number is YBT4JRTR .,MUL0015.json_7_2,0,0.0,0,0,,0,0.0,0,0,,,0.0014776305761188269,0
MUL0015.json,7,3,system,"restaurant, taxi, hotel",Can I help with anything else?,MUL0015.json_7_3,0,0.0,0,0,,1,0.1667,1,1,can,om,0.0006856452091597021,0
MUL0015.json,8,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","Yes, I would also l like to find a splendid, moderately-priced place to dine in the centre.",MUL0015.json_8_0,0,0.0,0,0,,0,0.0,0,0,,,0.0007097843918018043,0
MUL0015.json,8,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",That would be just wonderful if you could help me out with that!,MUL0015.json_8_1,0,0.0,0,0,,0,0.0,0,0,,,0.0005659687449224293,0
MUL0015.json,9,0,system,"restaurant, taxi, hotel",There are several moderately priced restaurant in the centre area.,MUL0015.json_9_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005695402505807579,0
MUL0015.json,9,1,system,"restaurant, taxi, hotel",Would you like a certain type of food?,MUL0015.json_9_1,0,0.0,0,0,,0,0.0,0,0,,,0.0008229248924180865,0
MUL0015.json,10,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","I'd like an Italian restaurant, please.",MUL0015.json_10_0,0,0.0,0,0,,0,0.0,0,0,,,0.0006991645786911249,0
MUL0015.json,11,0,system,"restaurant, taxi, hotel",Pizza express Fen Ditton would be perfect for you guys then!,MUL0015.json_11_0,0,0.0,0,0,,0,0.0,0,0,,,0.03190130740404129,0
MUL0015.json,11,1,system,"restaurant, taxi, hotel",Would you like more information or for me to book that for you?,MUL0015.json_11_1,0,0.0,0,0,,0,0.0,0,0,,,0.0007544556283392012,0
MUL0015.json,12,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","Yes, just give me the address please.",MUL0015.json_12_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005715591250918806,0
MUL0015.json,13,0,system,taxi,Pizza Express Fen Ditton is located at Jesus Lane Fen Ditton.,MUL0015.json_13_0,0,0.0,0,0,,0,0.0,0,0,,,0.05605116859078407,0
MUL0015.json,13,1,system,taxi,Is there anything else I can help you with?,MUL0015.json_13_1,0,0.0,0,0,,1,0.1111,1,1,can,om,0.0007456000312231481,0
MUL0015.json,14,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",Yes.,MUL0015.json_14_0,0,0.0,0,0,,0,0.0,0,0,,,0.0008940021507441998,0
MUL0015.json,14,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I would like to leave the restaurant by 11:15 and I would like to book a taxi to commute between the hotel and the restaurant.,MUL0015.json_14_1,0,0.0,0,0,,0,0.0,0,0,,,0.0008378943311981857,0
MUL0015.json,15,0,system,"restaurant, taxi, hotel",Not a problem!,MUL0015.json_15_0,0,0.0,0,0,,1,0.3333,1,1,problem,cds,0.0018347882432863116,0
MUL0015.json,15,1,system,"restaurant, taxi, hotel",I booked a taxi to depart the restaurant by 11:15.,MUL0015.json_15_1,0,0.0,0,0,,0,0.0,0,0,,,0.0010617938823997974,0
MUL0015.json,15,2,system,"restaurant, taxi, hotel",The car type is a blue skoda and the contact number is 07621131070.,MUL0015.json_15_2,0,0.0,0,0,,0,0.0,0,0,,,0.0009058728464879096,0
MUL0015.json,16,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",Thank you very much!,MUL0015.json_16_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005497562815435231,0
MUL0015.json,16,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",That's all I need today!,MUL0015.json_16_1,0,0.0,0,0,,0,0.0,0,0,,,0.001104065333493054,0
MUL0015.json,17,0,system,"restaurant, taxi, hotel",You are very welcome.,MUL0015.json_17_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005384141695685685,0
MUL0015.json,17,1,system,"restaurant, taxi, hotel",Have a great day.,MUL0015.json_17_1,0,0.0,0,0,,0,0.0,0,0,,,0.001246341154910624,0
PMUL3566.json,0,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I don't know if this is possible but can you please get me some information on the alexander bed and breakfast?,PMUL3566.json_0_0,0,0.0,0,0,,4,0.1818,1,2,"don, know, can, bed","qas, asm, om, asm",0.0005533527000807226,0
PMUL3566.json,1,0,system,"restaurant, taxi, hotel","sure, i have their information.",PMUL3566.json_1_0,0,0.0,0,0,,0,0.0,0,0,,,0.0006206710240803659,0
PMUL3566.json,1,1,system,"restaurant, taxi, hotel",what would you like to know?,PMUL3566.json_1_1,0,0.0,0,0,,1,0.1667,1,1,know,asm,0.0007250267663039267,0
PMUL3566.json,2,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","Ah, I just wanted to know it was still open.",PMUL3566.json_2_0,0,0.0,0,0,,1,0.1,1,1,know,asm,0.0006154128932394087,0
PMUL3566.json,2,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",Could you book me a room?,PMUL3566.json_2_1,0,0.0,0,0,,0,0.0,0,0,,,0.00255989539436996,0
PMUL3566.json,3,0,system,"restaurant, taxi, hotel","Sure, what day would you like it for?",PMUL3566.json_3_0,0,0.0,0,0,,0,0.0,0,0,,,0.0006657958729192615,0
PMUL3566.json,4,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",3 nights starting from friday.,PMUL3566.json_4_0,0,0.0,0,0,,0,0.0,0,0,,,0.0007679939153604209,0
PMUL3566.json,5,0,system,"restaurant, taxi, hotel",A reservation for 1 person?,PMUL3566.json_5_0,0,0.0,0,0,,0,0.0,0,0,,,0.000746308418456465,0
PMUL3566.json,6,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","No, I would like it for 4 people.",PMUL3566.json_6_0,0,0.0,0,0,,1,0.1429,1,1,people,cds,0.0005758554325439036,0
PMUL3566.json,7,0,system,"restaurant, taxi, hotel",Booking was successful.,PMUL3566.json_7_0,0,0.0,0,0,,0,0.0,0,0,,,0.000633963500149548,0
PMUL3566.json,7,1,system,"restaurant, taxi, hotel",Reference number is : CRLJAWX3 .,PMUL3566.json_7_1,0,0.0,0,0,,0,0.0,0,0,,,0.0007725640316493809,0
PMUL3566.json,8,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I also need to find an Indian restaurant in the east please.,PMUL3566.json_8_0,0,0.0,0,0,,0,0.0,0,0,,,0.0006778260576538742,0
PMUL3566.json,9,0,system,"restaurant, taxi, hotel","There are a few Indian restaurants in the east, do you have a price range you are trying to stick to?",PMUL3566.json_9_0,0,0.0,0,0,,1,0.0476,1,1,do,asm,0.0007444981019943953,0
PMUL3566.json,10,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",In the mid-range would be fine.,PMUL3566.json_10_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005847382708452642,0
PMUL3566.json,11,0,system,restaurant,Rajmahal is a moderately priced Indian restaurant.,PMUL3566.json_11_0,0,0.0,0,0,,0,0.0,0,0,,,0.0008020385284908116,0
PMUL3566.json,11,1,system,restaurant,How many people will be dining?,PMUL3566.json_11_1,0,0.0,0,0,,1,0.1667,1,1,people,cds,0.0012411701027303934,0
PMUL3566.json,12,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",4 of us Friday at 14:45 I need the reference number too.,PMUL3566.json_12_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005762894870713353,0
PMUL3566.json,13,0,system,"restaurant, taxi, hotel","Your table is reserved, reference #NKKOLWNU .",PMUL3566.json_13_0,0,0.0,0,0,,0,0.0,0,0,,,0.000712376378942281,0
PMUL3566.json,13,1,system,"restaurant, taxi, hotel",Can I help you with anything else today?,PMUL3566.json_13_1,0,0.0,0,0,,1,0.125,1,1,can,om,0.0007124313851818442,0
PMUL3566.json,14,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","Yes, I'd also like to book a taxi.",PMUL3566.json_14_0,0,0.0,0,0,,0,0.0,0,0,,,0.0032220017164945602,0
PMUL3566.json,14,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I'd like to arrive at the restaurant by the booked time.,PMUL3566.json_14_1,0,0.0,0,0,,0,0.0,0,0,,,0.0005502566928043962,0
PMUL3566.json,15,0,system,"restaurant, taxi, hotel",Where will you be departing from?,PMUL3566.json_15_0,0,0.0,0,0,,0,0.0,0,0,,,0.001582015072926879,0
PMUL3566.json,16,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I will be traveling between the hotel and restaurant.,PMUL3566.json_16_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005803535459563136,0
PMUL3566.json,17,0,system,"restaurant, taxi, hotel",What time would you like to travel?,PMUL3566.json_17_0,0,0.0,0,0,,0,0.0,0,0,,,0.0007832043920643628,0
PMUL3566.json,18,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I would like to get to the restaurant by 14:45 please.,PMUL3566.json_18_0,0,0.0,0,0,,0,0.0,0,0,,,0.0007646857993677258,0
PMUL3566.json,19,0,system,"restaurant, taxi, hotel",Booking completed!,PMUL3566.json_19_0,0,0.0,0,0,,0,0.0,0,0,,,0.0007699534180574119,0
PMUL3566.json,19,1,system,"restaurant, taxi, hotel",Booked car type : white honda Contact number : 07125482836,PMUL3566.json_19_1,0,0.0,0,0,,1,0.1429,1,1,white,ps,0.0006181372446008027,0
PMUL3566.json,20,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","Great, thanks so much, that's all I need!",PMUL3566.json_20_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005984614253975451,0
PMUL3566.json,20,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",Have a great day!,PMUL3566.json_20_1,0,0.0,0,0,,0,0.0,0,0,,,0.001691897283308208,0
PMUL3566.json,21,0,system,"restaurant, taxi, hotel",You're welcome!,PMUL3566.json_21_0,0,0.0,0,0,,0,0.0,0,0,,,0.0006141267949715257,0
PMUL3566.json,21,1,system,"restaurant, taxi, hotel",Goodbye.,PMUL3566.json_21_1,0,0.0,0,0,,0,0.0,0,0,,,0.0009951555402949452,0
WOZ20556.json,0,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","Hi, I want a moderately priced restaurant located in the south part of town.",WOZ20556.json_0_0,0,0.0,0,0,,0,0.0,0,0,,,0.0006947664660401642,0
WOZ20556.json,1,0,system,restaurant,Pizza hut cherry hinton is in the south part of town and in the moderate price range.,WOZ20556.json_1_0,0,0.0,0,0,,1,0.0588,1,1,hut,qas,0.0008406201959587634,0
WOZ20556.json,1,1,system,restaurant,Would you like their location?,WOZ20556.json_1_1,0,0.0,0,0,,0,0.0,0,0,,,0.000893519667442888,0
WOZ20556.json,2,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",address and postcode please,WOZ20556.json_2_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005998593987897038,0
WOZ20556.json,3,0,system,restaurant,"Their address is G4 Cambridge Leisure Park Clifton Way Cherry Hinton and their postcode is C.B 1, 7 D.Y.",WOZ20556.json_3_0,0,0.0,0,0,,0,0.0,0,0,,,0.0008175249095074832,0
WOZ20556.json,3,1,system,restaurant,Is there anything else I can do for you today?,WOZ20556.json_3_1,0,0.0,0,0,,2,0.2,1,1,"can, do","om, asm",0.0008197309216484427,0
WOZ20556.json,4,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","No, thank you, goodbye.",WOZ20556.json_4_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005686957156285644,0
WOZ20556.json,5,0,system,restaurant,enjoy your meal!,WOZ20556.json_5_0,0,0.0,0,0,,0,0.0,0,0,,,0.0018635374726727605,0
SNG1111.json,0,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","Good Morning, I am looking for a place to on the east side that has entertainment",SNG1111.json_0_0,0,0.0,0,0,,0,0.0,0,0,,,0.0016968391137197614,0
SNG1111.json,1,0,system,attraction,"Ok, cherry hinton hall and grounds is in the east side of town.",SNG1111.json_1_0,0,0.0,0,0,,0,0.0,0,0,,,0.0008767356630414724,0
SNG1111.json,1,1,system,attraction,Would you like the address?,SNG1111.json_1_1,0,0.0,0,0,,0,0.0,0,0,,,0.000780776550527662,0
SNG1111.json,2,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","Yes, and the postcode please!",SNG1111.json_2_0,0,0.0,0,0,,0,0.0,0,0,,,0.0006204420933499932,0
SNG1111.json,3,0,system,attraction,cb18dw is their postcode.,SNG1111.json_3_0,0,0.0,0,0,,0,0.0,0,0,,,0.000703058612998575,0
SNG1111.json,4,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",Thank You.,SNG1111.json_4_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005551136564463377,0
SNG1111.json,4,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I think that's all I need.,SNG1111.json_4_1,0,0.0,0,0,,0,0.0,0,0,,,0.0006892577512189746,0
SNG1111.json,5,0,system,attraction,You're welcome!,SNG1111.json_5_0,0,0.0,0,0,,0,0.0,0,0,,,0.0006141267949715257,0
SNG1111.json,5,1,system,attraction,Have a great day!,SNG1111.json_5_1,0,0.0,0,0,,0,0.0,0,0,,,0.001691897283308208,0
SNG1111.json,5,2,system,attraction,Goodbye.,SNG1111.json_5_2,0,0.0,0,0,,0,0.0,0,0,,,0.0009951555402949452,0
WOZ20210.json,0,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I'm looking for an expensive restaurant in the south part of town,WOZ20210.json_0_0,0,0.0,0,0,,0,0.0,0,0,,,0.0008828005520626903,0
WOZ20210.json,1,0,system,restaurant,Taj Tandoori is an expensive Indian restaurant in the South.,WOZ20210.json_1_0,0,0.0,0,0,,0,0.0,0,0,,,0.0010832021944224834,0
WOZ20210.json,1,1,system,restaurant,Would you like more information on them?,WOZ20210.json_1_1,0,0.0,0,0,,0,0.0,0,0,,,0.0006987326196394861,0
WOZ20210.json,2,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",Is there anything else?,WOZ20210.json_2_0,0,0.0,0,0,,0,0.0,0,0,,,0.0007683156873099506,0
WOZ20210.json,3,0,system,restaurant,Yes.,WOZ20210.json_3_0,0,0.0,0,0,,0,0.0,0,0,,,0.0008940021507441998,0
WOZ20210.json,3,1,system,restaurant,chiquito restaurant bar serves mexican food in the expensive price range and is located in the south part of town.,WOZ20210.json_3_1,0,0.0,0,0,,0,0.0,0,0,,,0.000887226895429194,0
WOZ20210.json,4,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",May I have their address and phone number?,WOZ20210.json_4_0,0,0.0,0,0,,0,0.0,0,0,,,0.0007829984533600509,0
WOZ20210.json,5,0,system,restaurant,chiquito restaurant bar is located at 2G Cambridge leisure park cherry hinton road cherry hinton.,WOZ20210.json_5_0,0,0.0,0,0,,0,0.0,0,0,,,0.0011533118085935712,0
WOZ20210.json,5,1,system,restaurant,Its phone number is 01223400170.,WOZ20210.json_5_1,0,0.0,0,0,,0,0.0,0,0,,,0.0007115594926290214,0
WOZ20210.json,5,2,system,restaurant,Would you like anything else?,WOZ20210.json_5_2,0,0.0,0,0,,0,0.0,0,0,,,0.0012283431133255363,0
WOZ20210.json,6,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",Thank you goodbye.,WOZ20210.json_6_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005437468644231558,0
WOZ20210.json,7,0,system,restaurant,Thanks for your call.,WOZ20210.json_7_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005801721708849072,0
WOZ20210.json,7,1,system,restaurant,Goodbye!,WOZ20210.json_7_1,0,0.0,0,0,,0,0.0,0,0,,,0.0020881621167063713,0
PMUL0319.json,0,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I'm looking for an expensive restaurant in the south.,PMUL0319.json_0_0,0,0.0,0,0,,0,0.0,0,0,,,0.0008861320093274117,0
PMUL0319.json,1,0,system,"restaurant, hotel","I have two that fit that description, would you prefer Chinese or Portuguese?",PMUL0319.json_1_0,0,0.0,0,0,,1,0.0769,1,1,chinese,ps,0.0006230987492017448,0
PMUL0319.json,2,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",Either one.,PMUL0319.json_2_0,0,0.0,0,0,,0,0.0,0,0,,,0.0008816300542093813,0
PMUL0319.json,2,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I just need it to be open on Sunday.,PMUL0319.json_2_1,0,0.0,0,0,,0,0.0,0,0,,,0.0006727393483743072,0
PMUL0319.json,3,0,system,restaurant,"Okay, lets do the Lucky Star.",PMUL0319.json_3_0,0,0.0,0,0,,1,0.1667,1,1,do,asm,0.0006221499061211944,0
PMUL0319.json,3,1,system,restaurant,Would you like a reservation?,PMUL0319.json_3_1,0,0.0,0,0,,0,0.0,0,0,,,0.0017379523487761617,0
PMUL0319.json,4,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I would like that.,PMUL0319.json_4_0,0,0.0,0,0,,0,0.0,0,0,,,0.0006090184324420989,0
PMUL0319.json,4,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",A table for 8 at 12:00.,PMUL0319.json_4_1,0,0.0,0,0,,0,0.0,0,0,,,0.0006056884885765612,0
PMUL0319.json,5,0,system,"restaurant, hotel",I have booked a table for 8 at the Lucky Star.,PMUL0319.json_5_0,0,0.0,0,0,,0,0.0,0,0,,,0.0006559122703038156,0
PMUL0319.json,5,1,system,"restaurant, hotel",The reference number is IILATPJI .,PMUL0319.json_5_1,0,0.0,0,0,,0,0.0,0,0,,,0.0007191661861725152,0
PMUL0319.json,5,2,system,"restaurant, hotel",Is there anything else I can help you with?,PMUL0319.json_5_2,0,0.0,0,0,,1,0.1111,1,1,can,om,0.0007456000312231481,0
PMUL0319.json,6,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I'm looking for a guesthouse to stay at.,PMUL0319.json_6_0,0,0.0,0,0,,0,0.0,0,0,,,0.000978526659309864,0
PMUL0319.json,6,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",It should have free parking.,PMUL0319.json_6_1,0,0.0,0,0,,0,0.0,0,0,,,0.0011407992569729686,0
PMUL0319.json,7,0,system,hotel,The acorn guest house would be perfect.,PMUL0319.json_7_0,0,0.0,0,0,,1,0.1429,1,1,house,cds,0.0006473223911598325,0
PMUL0319.json,7,1,system,hotel,Shall I book it ?,PMUL0319.json_7_1,0,0.0,0,0,,0,0.0,0,0,,,0.0009473495883867145,0
PMUL0319.json,8,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","Yes, that would be great.",PMUL0319.json_8_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005748782423324883,0
PMUL0319.json,8,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","I'll need it booked for the same group of people, 2 nights, and starting on the same day.",PMUL0319.json_8_1,0,0.0,0,0,,1,0.0556,1,1,people,cds,0.0005409066798165441,0
PMUL0319.json,9,0,system,"restaurant, hotel","Your hotel reservation number is D6UOJ6SH, for Sunday, 8 people for two nights.",PMUL0319.json_9_0,0,0.0,0,0,,1,0.0909,1,1,people,cds,0.003976184409111738,0
PMUL0319.json,9,1,system,"restaurant, hotel",Is there anything else I can help you with?,PMUL0319.json_9_1,0,0.0,0,0,,1,0.1111,1,1,can,om,0.0007456000312231481,0
PMUL0319.json,10,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",i dont think so.,PMUL0319.json_10_0,0,0.0,0,0,,0,0.0,0,0,,,0.0009061024757102132,0
PMUL0319.json,10,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",i think thats all.,PMUL0319.json_10_1,0,0.0,0,0,,0,0.0,0,0,,,0.0007497146725654602,0
PMUL0319.json,10,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",take care.,PMUL0319.json_10_2,0,0.0,0,0,,0,0.0,0,0,,,0.001117334351874888,0
PMUL0319.json,10,3,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",bye.,PMUL0319.json_10_3,0,0.0,0,0,,0,0.0,0,0,,,0.0021318760700523853,0
PMUL0319.json,11,0,system,"restaurant, hotel",Thank you for contacting us and have a nice day.,PMUL0319.json_11_0,0,0.0,0,0,,0,0.0,0,0,,,0.0005446489085443318,0
PMUL1489.json,0,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",I would like to go to a theatre in town.,PMUL1489.json_0_0,0,0.0,0,0,,1,0.1,1,1,go,cds,0.0008292620186693966,0
PMUL1489.json,0,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",How many are there and where are they?,PMUL1489.json_0_1,0,0.0,0,0,,0,0.0,0,0,,,0.0012608616380020976,0
PMUL1489.json,1,0,system,"attraction, train",What area in town would you like to go to?,PMUL1489.json_1_0,0,0.0,0,0,,1,0.1,1,1,go,cds,0.0007153213955461979,0
PMUL1489.json,2,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","I don't care, anywhere in town is fine.",PMUL1489.json_2_0,0,0.0,0,0,,1,0.1111,1,1,don,qas,0.009221608750522137,0
PMUL1489.json,3,0,system,attraction,i suggest the junction.,PMUL1489.json_3_0,0,0.0,0,0,,0,0.0,0,0,,,0.0006504243356175721,0
PMUL1489.json,3,1,system,attraction,it is in south.,PMUL1489.json_3_1,0,0.0,0,0,,0,0.0,0,0,,,0.0007683361181989312,0
PMUL1489.json,3,2,system,attraction,can i give you the address?,PMUL1489.json_3_2,0,0.0,0,0,,1,0.1667,1,1,can,om,0.000877520942594856,0
PMUL1489.json,4,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",Sure.,PMUL1489.json_4_0,0,0.0,0,0,,0,0.0,0,0,,,0.0008484193822368979,0
PMUL1489.json,4,1,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train","What is the Address, phone number and postcode?",PMUL1489.json_4_1,0,0.0,0,0,,0,0.0,0,0,,,0.0006617782055400312,0
PMUL1489.json,5,0,system,"attraction, train",The address is clifton way and the postcode is cb17gx.,PMUL1489.json_5_0,0,0.0,0,0,,0,0.0,0,0,,,0.0006538152229040861,0
PMUL1489.json,5,1,system,"attraction, train",Their phone number is 01223511511.,PMUL1489.json_5_1,0,0.0,0,0,,0,0.0,0,0,,,0.0006872709491290152,0
PMUL1489.json,5,2,system,"attraction, train",Do you need anything else?,PMUL1489.json_5_2,0,0.0,0,0,,1,0.2,1,1,do,asm,0.000995616428554058,0
