dialogue_id,turn_index,speaker,domain,toxicity_score,toxicity_label,sentiment_label,sentiment_score
PMUL3566.json,21,system,"restaurant, taxi, hotel",0.0006398003315553069,0,positive,0.446
WOZ20556.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006947664660401642,0,neutral,0.7526
WOZ20556.json,1,system,restaurant,0.0007389843813143671,0,neutral,0.839
WOZ20556.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005998593987897038,0,neutral,0.7955
WOZ20556.json,3,system,restaurant,0.0006953367847017944,0,neutral,0.9379
WOZ20556.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005686957156285644,0,neutral,0.5489
WOZ20556.json,5,system,restaurant,0.0018635374726727605,0,positive,0.9588
SNG1111.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.001696835970506072,0,positive,0.7598
SNG1111.json,1,system,attraction,0.0007195778889581561,0,neutral,0.9396
SNG1111.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006204420933499932,0,neutral,0.6637
SNG1111.json,3,system,attraction,0.000703058612998575,0,neutral,0.9092
SNG1111.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005496999947354198,0,positive,0.9597
SNG1111.json,5,system,attraction,0.0007022901554591954,0,positive,0.9819
WOZ20210.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0008828005520626903,0,neutral,0.747
WOZ20210.json,1,system,restaurant,0.0006209032726474106,0,neutral,0.7978
WOZ20210.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0007683156873099506,0,neutral,0.8651
WOZ20210.json,3,system,restaurant,0.0007683336152695119,0,neutral,0.8556
WOZ20210.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0007829984533600509,0,neutral,0.9265
WOZ20210.json,5,system,restaurant,0.0008095294469967484,0,neutral,0.8843
WOZ20210.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005437468644231558,0,neutral,0.5236
WOZ20210.json,7,system,restaurant,0.0006248897407203913,0,positive,0.4878
PMUL0319.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0008861320093274117,0,neutral,0.6598
PMUL0319.json,1,system,"restaurant, hotel",0.0006230987492017448,0,neutral,0.8626
PMUL0319.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006482206517830491,0,neutral,0.6257
PMUL0319.json,3,system,restaurant,0.0005827827844768763,0,neutral,0.8373
PMUL0319.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005971637438051403,0,positive,0.7242
PMUL0319.json,5,system,"restaurant, hotel",0.000609392358455807,0,neutral,0.8812
PMUL0319.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0010456956224516034,0,neutral,0.7285
PMUL0319.json,7,system,hotel,0.0006626276299357414,0,positive,0.9467
PMUL0319.json,8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005277995369397104,0,positive,0.935
PMUL0319.json,9,system,"restaurant, hotel",0.0016259459080174565,0,neutral,0.9321
PMUL0319.json,10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.001443806104362011,0,neutral,0.743
PMUL0319.json,11,system,"restaurant, hotel",0.0005446489085443318,0,positive,0.9775
PMUL1489.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0007047735853120685,0,neutral,0.5958
PMUL1489.json,1,system,"attraction, train",0.0007153213955461979,0,neutral,0.8723
PMUL1489.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.009221608750522137,0,positive,0.5101
PMUL1489.json,3,system,attraction,0.0006066761561669409,0,neutral,0.8939
PMUL1489.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006651246221736073,0,neutral,0.8937
PMUL1489.json,5,system,"attraction, train",0.0006524958298541605,0,neutral,0.9306
PMUL1489.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006084156921133399,0,positive,0.4674
PMUL1489.json,7,system,"attraction, train",0.0005861538811586797,0,positive,0.9852
PMUL1489.json,8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.017565647140145302,0,neutral,0.785
PMUL1489.json,9,system,"attraction, train",0.0006706715794280171,0,neutral,0.9367
PMUL1489.json,10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0009189493721351027,0,neutral,0.6868
PMUL1489.json,11,system,"attraction, train",0.0006476666894741356,0,neutral,0.9169
PMUL1489.json,12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.001522362930700183,0,neutral,0.8382
PMUL1489.json,13,system,"attraction, train",0.0006852330407127738,0,neutral,0.8501
PMUL1489.json,14,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006321221007965505,0,neutral,0.7125
PMUL1489.json,15,system,"attraction, train",0.0013931094435974956,0,positive,0.9462
PMUL4957.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005228608497418463,0,positive,0.9841
PMUL4957.json,1,system,"taxi, attraction, hotel",0.0008530545746907592,0,positive,0.7322
PMUL4957.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005230390815995634,0,neutral,0.8054
PMUL4957.json,3,system,attraction,0.0007928163395263255,0,positive,0.8013
PMUL4957.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005780341452918947,0,neutral,0.9012
PMUL4957.json,5,system,"taxi, attraction, hotel",0.0006912720273248851,0,neutral,0.8452
PMUL4957.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006765130674466491,0,neutral,0.799
PMUL4957.json,7,system,"taxi, attraction, hotel",0.0006059809820726514,0,neutral,0.7692
PMUL4957.json,8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006747947190888226,0,neutral,0.603
PMUL4957.json,9,system,"taxi, attraction, hotel",0.0006636347388848662,0,neutral,0.8649
PMUL4957.json,10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0007517074118368328,0,neutral,0.8578
PMUL4957.json,11,system,"taxi, attraction, hotel",0.0006426395266316831,0,neutral,0.5238
PMUL4957.json,12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.000779607449658215,0,neutral,0.5483
PMUL4957.json,13,system,hotel,0.0008149651694111526,0,neutral,0.8739
PMUL4957.json,14,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006100059836171567,0,neutral,0.8887
PMUL4957.json,15,system,"taxi, attraction, hotel",0.0006620342610403895,0,neutral,0.8639
PMUL4957.json,16,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006281386595219374,0,positive,0.8085
PMUL4957.json,17,system,"taxi, attraction, hotel",0.0017655905103310943,0,neutral,0.9408
PMUL4957.json,18,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.007226439192891121,0,neutral,0.5521
PMUL4957.json,19,system,"taxi, attraction, hotel",0.004640442784875631,0,neutral,0.5893
PMUL4957.json,20,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005843293038196862,0,positive,0.985
PMUL4957.json,21,system,"taxi, attraction, hotel",0.000691756431479007,0,positive,0.982
SNG01268.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006534585845656693,0,neutral,0.771
SNG01268.json,1,system,hotel,0.0005749203846789896,0,neutral,0.725
SNG01268.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.00994680542498827,0,neutral,0.6144
SNG01268.json,3,system,hotel,0.0006640130304731429,0,negative,0.7603
SNG01268.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0009715057676658034,0,neutral,0.7158
SNG01268.json,5,system,hotel,0.0006532627739943564,0,neutral,0.8053
SNG01268.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0010780872544273734,0,neutral,0.8403
SNG01268.json,7,system,hotel,0.0019584489054977894,0,neutral,0.5227
SNG01268.json,8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0008236324647441506,0,neutral,0.5104
SNG01268.json,9,system,hotel,0.0005583572783507407,0,positive,0.8483
SNG01268.json,10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0007205245201475918,0,positive,0.7282
SNG01268.json,11,system,hotel,0.0006061577587388456,0,neutral,0.5998
SNG01268.json,12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006403633742593229,0,positive,0.8506
SNG01268.json,13,system,hotel,0.0009356545633636415,0,positive,0.7954
PMUL4625.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006793458014726639,0,neutral,0.9379
PMUL4625.json,1,system,"attraction, train",0.000603586551733315,0,neutral,0.7613
PMUL4625.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0008618367137387395,0,neutral,0.678
PMUL4625.json,3,system,"attraction, train",0.0006435506511479616,0,neutral,0.7672
PMUL4625.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006131381378509104,0,positive,0.9303
PMUL4625.json,5,system,"attraction, train",0.000512320373672992,0,positive,0.5304
PMUL4625.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.000659207405988127,0,neutral,0.9588
PMUL4625.json,7,system,"attraction, train",0.000827872019726783,0,neutral,0.8707
PMUL4625.json,8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0023126944433897734,0,neutral,0.6471
PMUL4625.json,9,system,"attraction, train",0.0005820472724735737,0,neutral,0.8875
PMUL4625.json,10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005750894779339433,0,neutral,0.8498
PMUL4625.json,11,system,"attraction, train",0.0008590630022808909,0,positive,0.7122
PMUL4625.json,12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005997141706757247,0,positive,0.975
PMUL4625.json,13,system,"attraction, train",0.001246341154910624,0,positive,0.9729
MUL1677.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0013337655691429973,0,neutral,0.953
MUL1677.json,1,system,"restaurant, train",0.0005784902605228126,0,neutral,0.9101
MUL1677.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0009011448710225523,0,neutral,0.9495
MUL1677.json,3,system,"restaurant, train",0.0007080420036800206,0,neutral,0.9197
MUL1677.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.000647789565846324,0,neutral,0.876
MUL1677.json,5,system,"restaurant, train",0.0005989875644445419,0,neutral,0.9268
MUL1677.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.002589876763522625,0,neutral,0.8523
MUL1677.json,7,system,"restaurant, train",0.0019609492737799883,0,neutral,0.8442
MUL1677.json,8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.000593772972933948,0,neutral,0.8326
MUL1677.json,9,system,"restaurant, train",0.0006434847018681467,0,neutral,0.8928
MUL1677.json,10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0007126901182346046,0,neutral,0.6775
MUL1677.json,11,system,"restaurant, train",0.0006676344200968742,0,negative,0.5876
MUL1677.json,12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0008034835336729884,0,neutral,0.9015
MUL1677.json,13,system,"restaurant, train",0.0005914070061407983,0,neutral,0.9363
MUL1677.json,14,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.000520703848451376,0,neutral,0.5243
MUL1677.json,15,system,"restaurant, train",0.0006806798628531396,0,neutral,0.8887
MUL1677.json,16,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005464637069962919,0,positive,0.9772
MUL1677.json,17,system,"restaurant, train",0.0005742815556004643,0,neutral,0.5628
PMUL1131.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.000640667334664613,0,neutral,0.8824
PMUL1131.json,1,system,"attraction, train",0.0007728923810645938,0,neutral,0.9382
PMUL1131.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0012699358630925417,0,neutral,0.9484
PMUL1131.json,3,system,"attraction, train",0.0018752804026007652,0,neutral,0.9553
PMUL1131.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0010718563571572304,0,neutral,0.8368
PMUL1131.json,5,system,"attraction, train",0.0009100699098780751,0,neutral,0.9376
PMUL1131.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005925515433773398,0,neutral,0.8392
PMUL1131.json,7,system,"attraction, train",0.000774975458625704,0,neutral,0.691
PMUL1131.json,8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0008887956500984728,0,neutral,0.9351
PMUL1131.json,9,system,"attraction, train",0.0010361745953559875,0,neutral,0.9235
PMUL1131.json,10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005190176307223737,0,positive,0.791
PMUL1131.json,11,system,"attraction, train",0.000761092989705503,0,negative,0.4916
PMUL1131.json,12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0008512893691658974,0,neutral,0.9235
PMUL1131.json,13,system,"attraction, train",0.0009054283727891743,0,neutral,0.8757
PMUL1131.json,14,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0007288324413821101,0,neutral,0.8991
PMUL1131.json,15,system,attraction,0.0008367840782739222,0,neutral,0.932
PMUL1131.json,16,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.000539844564627856,0,positive,0.9566
PMUL1131.json,17,system,"attraction, train",0.0006126798689365387,0,negative,0.6668
PMUL1131.json,18,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005166250048205256,0,positive,0.8717
PMUL1131.json,19,system,"attraction, train",0.0006587021634913981,0,neutral,0.9188
PMUL1131.json,20,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0013931094435974956,0,positive,0.9462
PMUL1131.json,21,system,"attraction, train",0.0005252390401437879,0,positive,0.9508
PMUL4019.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005705264047719538,0,neutral,0.76
PMUL4019.json,1,system,"attraction, hotel",0.0006165553932078183,0,positive,0.9342
PMUL4019.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006666139815934002,0,neutral,0.9492
PMUL4019.json,3,system,"attraction, hotel",0.0008537018438801169,0,negative,0.619
PMUL4019.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.000728099956177175,0,neutral,0.8958
PMUL4019.json,5,system,attraction,0.0006369613693095744,0,positive,0.9853
PMUL4019.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0007434676517732441,0,neutral,0.9201
PMUL4019.json,7,system,"attraction, hotel",0.0006412018556147814,0,positive,0.5504
PMUL4019.json,8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0011682604672387242,0,neutral,0.7256
PMUL4019.json,9,system,"attraction, hotel",0.000695614842697978,0,neutral,0.9358
PMUL4019.json,10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0008271520491689444,0,neutral,0.7431
PMUL4019.json,11,system,"attraction, hotel",0.0006919463048689067,0,neutral,0.9368
PMUL4019.json,12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.001171463169157505,0,negative,0.5682
PMUL4019.json,13,system,hotel,0.0005858360673300922,0,positive,0.7658
PMUL4019.json,14,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0007545796688646078,0,neutral,0.9035
PMUL4019.json,15,system,"attraction, hotel",0.0009700426016934216,0,neutral,0.7204
PMUL4019.json,16,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005969642661511898,0,neutral,0.9517
PMUL4019.json,17,system,"attraction, hotel",0.000651428708806634,0,positive,0.7593
PMUL4019.json,18,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.000589605129789561,0,positive,0.9812
PMUL4019.json,19,system,"attraction, hotel",0.0011314830044284463,0,positive,0.9804
PMUL1699.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0023144290316849947,0,neutral,0.6518
PMUL1699.json,1,system,"train, hotel",0.0006878236308693886,0,positive,0.8857
PMUL1699.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005877163494005799,0,neutral,0.6977
PMUL1699.json,3,system,"train, hotel",0.000606612884439528,0,neutral,0.9363
PMUL1699.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0012197125470265746,0,neutral,0.7913
PMUL1699.json,5,system,"train, hotel",0.000672983645927161,0,neutral,0.951
PMUL1699.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005234557902440429,0,neutral,0.5869
PMUL1699.json,7,system,"train, hotel",0.0007235969533212483,0,positive,0.7093
PMUL1699.json,8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006104870117269456,0,positive,0.7277
PMUL1699.json,9,system,"train, hotel",0.0005990326753817499,0,neutral,0.8719
PMUL1699.json,10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.05859887972474098,0,negative,0.5024
PMUL1699.json,11,system,"train, hotel",0.0011558287078514695,0,neutral,0.9289
PMUL1699.json,12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005450596800073981,0,positive,0.9233
PMUL1699.json,13,system,"train, hotel",0.0006179846823215485,0,neutral,0.8111
PMUL1699.json,14,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0022831594105809927,0,negative,0.4969
PMUL1699.json,15,system,hotel,0.0007492639706470072,0,neutral,0.8332
PMUL1699.json,16,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0007657887763343751,0,positive,0.9425
PMUL1699.json,17,system,"train, hotel",0.000867193506564945,0,neutral,0.9196
PMUL1699.json,18,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005462673725560308,0,neutral,0.7553
PMUL1699.json,19,system,"train, hotel",0.0006384741864167154,0,neutral,0.9348
PMUL1699.json,20,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006375189404934645,0,positive,0.8859
PMUL1699.json,21,system,"train, hotel",0.002402055310085416,0,positive,0.9661
PMUL3962.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006360593833960593,0,neutral,0.9195
PMUL3962.json,1,system,"attraction, train",0.0008907578885555267,0,neutral,0.8546
PMUL3962.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0013162280665710568,0,neutral,0.8111
PMUL3962.json,3,system,"attraction, train",0.001375169842503965,0,neutral,0.942
PMUL3962.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0015701872762292624,0,neutral,0.5643
PMUL3962.json,5,system,"attraction, train",0.0006096613360568881,0,neutral,0.8877
PMUL3962.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.000547584961168468,0,neutral,0.5046
PMUL3962.json,7,system,"attraction, train",0.0008152704685926437,0,neutral,0.8558
PMUL3962.json,8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006411074427887797,0,neutral,0.8971
PMUL3962.json,9,system,"attraction, train",0.0006301107350736856,0,neutral,0.9443
SNG0449.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006333800847642124,0,neutral,0.9558
SNG0449.json,1,system,train,0.0005537291872315109,0,neutral,0.9308
SNG0449.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0009010358480736613,0,neutral,0.8552
SNG0449.json,3,system,train,0.0006524769123643637,0,neutral,0.9464
SNG0449.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005318634212017059,0,positive,0.9561
SNG0449.json,5,system,train,0.0007830618415027857,0,positive,0.8921
SNG0449.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006390177877619863,0,negative,0.6823
SNG0449.json,7,system,train,0.0005343263037502766,0,positive,0.979
WOZ20110.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006287507712841034,0,positive,0.8322
WOZ20110.json,1,system,restaurant,0.000662437581922859,0,neutral,0.8416
WOZ20110.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006367310998030007,0,neutral,0.6556
WOZ20110.json,3,system,restaurant,0.0010382032487541437,0,neutral,0.888
WOZ20110.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005437468644231558,0,neutral,0.5236
WOZ20110.json,5,system,restaurant,0.0005264314240776002,0,neutral,0.6031
PMUL4678.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0007302757003344595,0,neutral,0.7763
PMUL4678.json,1,system,"attraction, train",0.0011209201766178012,0,neutral,0.796
PMUL4678.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006968214293010533,0,neutral,0.8144
PMUL4678.json,3,system,"attraction, train",0.0009058114956133068,0,neutral,0.7398
PMUL4678.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006090103415772319,0,neutral,0.8531
PMUL4678.json,5,system,"attraction, train",0.0006141584017314017,0,neutral,0.8879
PMUL4678.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0006202213116921484,0,neutral,0.8257
PMUL4678.json,7,system,"attraction, train",0.0006209142156876624,0,neutral,0.6
PMUL4678.json,8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.000902270432561636,0,neutral,0.6165
PMUL4678.json,9,system,"attraction, train",0.0005439147935248911,0,neutral,0.7827
PMUL4678.json,10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.17235830426216125,0,positive,0.9653
PMUL4678.json,11,system,"attraction, train",0.0005429632728919387,0,positive,0.9659
PMUL4678.json,12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005453111953102052,0,neutral,0.5591
PMUL4678.json,13,system,"attraction, train",0.0006470811786130071,0,positive,0.9781
MUL1036.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005573087255470455,0,neutral,0.8519
MUL1036.json,1,system,"attraction, hotel",0.0007021797937341034,0,neutral,0.6954
MUL1036.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0.0005772234871983528,0,positive,0.9824
