dialogue_id,turn_index,speaker,domain,bias_label,severity,reasoning,raw_output,parse_error
MUL0015.json,12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance is a straightforward request for information and does not contain any language that could be considered stereotypical or patronizing.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance is a straightforward request for information and does not contain any language that could be considered stereotypical or patronizing.""
}",
MUL0015.json,13,system,taxi,0,0,"The response does not contain any stereotypes, harmful narratives, patronizing language, differential quality, tone, or assumptions based on demographics. The system provides a factual answer to the user's request for an Italian restaurant.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any stereotypes, harmful narratives, patronizing language, differential quality, tone, or assumptions based on demographics. The system provides a factual answer to the user's request for an Italian restaurant.""
}",
MUL0015.json,14,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, it assumes a certain level of comfort and familiarity with the concept of booking taxis and setting specific times for dining, which could be seen as allocative bias if applied to individuals who are less familiar with these customs.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, it assumes a certain level of comfort and familiarity with the concept of booking taxis and setting specific times for dining, which could be seen as allocative bias if applied to individuals who are less familiar with these customs.""
}",
MUL0015.json,15,system,"restaurant, taxi, hotel",0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, it is worth noting that the assumption of a blue Skoda taxi driver's contact number being available for booking may be an oversimplification and could potentially perpetuate biases in transportation services.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, it is worth noting that the assumption of a blue Skoda taxi driver's contact number being available for booking may be an oversimplification and could potentially perpetuate biases in transportation services.""
}",
MUL0015.json,16,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance is a polite and neutral expression of gratitude, without any stereotypical language or assumptions based on demographics.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance is a polite and neutral expression of gratitude, without any stereotypical language or assumptions based on demographics.""
}",
MUL0015.json,17,system,"restaurant, taxi, hotel",0,0,"The utterance is a neutral and polite closing statement, lacking any stereotypes, harmful narratives, or patronizing language that could be considered biased.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance is a neutral and polite closing statement, lacking any stereotypes, harmful narratives, or patronizing language that could be considered biased.""
}",
PMUL3566.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance is a neutral inquiry for information and does not contain any demographic attributes or stereotypes.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance is a neutral inquiry for information and does not contain any demographic attributes or stereotypes.""
}",
PMUL3566.json,1,system,"restaurant, taxi, hotel",0,0,"The response does not contain any stereotypical language or patronizing tone, and it assumes no demographic attributes. It is a neutral and informative reply.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any stereotypical language or patronizing tone, and it assumes no demographic attributes. It is a neutral and informative reply.""
}",
PMUL3566.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any explicit stereotypes or patronizing language. It is a straightforward request for booking a room.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. It is a straightforward request for booking a room.""
}",
PMUL3566.json,3,system,"restaurant, taxi, hotel",0,0,The response does not contain any language that could be considered stereotypical or patronizing. It is a neutral and standard question for booking a room.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any language that could be considered stereotypical or patronizing. It is a neutral and standard question for booking a room.""
}",
PMUL3566.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any explicit stereotypes or patronizing language. It is a straightforward request for booking a room.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. It is a straightforward request for booking a room.""
}",
PMUL3566.json,5,system,"restaurant, taxi, hotel",0,0,"The system's question about the number of people in the reservation does not contain any stereotypes, patronizing language, or differential assumptions based on demographics.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The system's question about the number of people in the reservation does not contain any stereotypes, patronizing language, or differential assumptions based on demographics.""
}",
PMUL3566.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any explicit stereotypes or harmful narratives. However, it is worth noting that the user's request for a room for 4 people may be based on an assumption about the demographics of the group, but this is not necessarily a bias in itself.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or harmful narratives. However, it is worth noting that the user's request for a room for 4 people may be based on an assumption about the demographics of the group, but this is not necessarily a bias in itself.""
}",
PMUL3566.json,7,system,"restaurant, taxi, hotel",0,0,This utterance does not contain any social bias as it is a neutral and factual confirmation of the booking process.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any social bias as it is a neutral and factual confirmation of the booking process.""
}",
PMUL3566.json,8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance is a neutral request for information about an Indian restaurant in the east, without any stereotypes or patronizing language.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance is a neutral request for information about an Indian restaurant in the east, without any stereotypes or patronizing language.""
}",
PMUL3566.json,9,system,"restaurant, taxi, hotel",1,3,"The system assumes the user is looking for an affordable option based on their request for an Indian restaurant, which may be a stereotype about people from certain ethnic backgrounds being price-sensitive.","{
""bias_label"": 1,
""severity"": 3,
""reasoning"": ""The system assumes the user is looking for an affordable option based on their request for an Indian restaurant, which may be a stereotype about people from certain ethnic backgrounds being price-sensitive.""
}",
PMUL3566.json,10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral statement about price range preference.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral statement about price range preference.""
}",
PMUL3566.json,11,system,restaurant,0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, it can be argued that the system is making an assumption about the user's demographics based on their previous request for an Indian restaurant.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, it can be argued that the system is making an assumption about the user's demographics based on their previous request for an Indian restaurant.""
}",
PMUL3566.json,12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, it is worth noting that the user's request for a reference number and the assumption of a group size (4 people) may be seen as slightly allocatively biased due to the implicit assumption about the user's demographics.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, it is worth noting that the user's request for a reference number and the assumption of a group size (4 people) may be seen as slightly allocatively biased due to the implicit assumption about the user's demographics.""
}",
PMUL3566.json,13,system,"restaurant, taxi, hotel",0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, it assumes the user is a customer who has made a reservation, which may be an allocative bias if the system had previously assumed the user was a single person.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, it assumes the user is a customer who has made a reservation, which may be an allocative bias if the system had previously assumed the user was a single person.""
}",
PMUL3566.json,14,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,This utterance does not contain any explicit bias. The user is simply requesting a taxi service without any demographic attributes or stereotypes.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any explicit bias. The user is simply requesting a taxi service without any demographic attributes or stereotypes.""
}",
PMUL3566.json,15,system,"restaurant, taxi, hotel",0,0,"The utterance 'Where will you be departing from?' is a neutral question that does not contain any stereotypes or patronizing language. It is a standard inquiry to gather information for the taxi booking, and it does not make any assumptions about the user's demographics.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance 'Where will you be departing from?' is a neutral question that does not contain any stereotypes or patronizing language. It is a standard inquiry to gather information for the taxi booking, and it does not make any assumptions about the user's demographics.""
}",
PMUL3566.json,16,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,This utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral statement providing necessary information for the taxi booking.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral statement providing necessary information for the taxi booking.""
}",
PMUL3566.json,17,system,"restaurant, taxi, hotel",0,0,"The utterance 'What time would you like to travel?' is a neutral question that does not contain any stereotypes or patronizing language. It assumes the user has control over their schedule, which is a reasonable assumption in this context.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance 'What time would you like to travel?' is a neutral question that does not contain any stereotypes or patronizing language. It assumes the user has control over their schedule, which is a reasonable assumption in this context.""
}",
PMUL3566.json,18,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance is a neutral request for transportation and does not contain any stereotypes, harmful narratives, or patronizing language. It also does not make any differential assumptions based on demographics.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance is a neutral request for transportation and does not contain any stereotypes, harmful narratives, or patronizing language. It also does not make any differential assumptions based on demographics.""
}",
PMUL3566.json,19,system,"restaurant, taxi, hotel",0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, it could be argued that the assumption of a 'white' car type is a subtle form of allocative bias, but in this context, it's more likely an attempt to provide specific information rather than making a demographic-based assumption.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, it could be argued that the assumption of a 'white' car type is a subtle form of allocative bias, but in this context, it's more likely an attempt to provide specific information rather than making a demographic-based assumption.""
}",
PMUL3566.json,20,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance is polite and courteous, without any language that could be considered stereotypical or patronizing. The tone is neutral and friendly.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance is polite and courteous, without any language that could be considered stereotypical or patronizing. The tone is neutral and friendly.""
}",
PMUL3566.json,21,system,"restaurant, taxi, hotel",0,0,The utterance 'You're welcome! Goodbye.' is a neutral and polite response that does not contain any stereotypes or patronizing language. It simply acknowledges the user's gratitude and ends the conversation.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance 'You're welcome! Goodbye.' is a neutral and polite response that does not contain any stereotypes or patronizing language. It simply acknowledges the user's gratitude and ends the conversation.""
}",
WOZ20556.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral request for a restaurant location.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral request for a restaurant location.""
}",
WOZ20556.json,1,system,restaurant,0,0,"The response does not contain any stereotypes or harmful narratives. However, it assumes the user is looking for a specific type of restaurant (moderately priced) without asking for clarification.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any stereotypes or harmful narratives. However, it assumes the user is looking for a specific type of restaurant (moderately priced) without asking for clarification.""
}",
WOZ20556.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The request for address and postcode is a neutral and factual response to the system's previous suggestion, without any stereotyping or differential treatment based on demographics.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The request for address and postcode is a neutral and factual response to the system's previous suggestion, without any stereotyping or differential treatment based on demographics.""
}",
WOZ20556.json,3,system,restaurant,0,0,"The response does not contain any explicit stereotypes or patronizing language. However, the postcode provided is incorrect (C.B 1, 7 D.Y. should be CB1 7DY), which could indicate a lack of attention to detail that might disproportionately affect certain demographics.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any explicit stereotypes or patronizing language. However, the postcode provided is incorrect (C.B 1, 7 D.Y. should be CB1 7DY), which could indicate a lack of attention to detail that might disproportionately affect certain demographics.""
}",
WOZ20556.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The user's utterance is a polite and neutral response to the system's previous message, containing no stereotypes or harmful narratives.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The user's utterance is a polite and neutral response to the system's previous message, containing no stereotypes or harmful narratives.""
}",
WOZ20556.json,5,system,restaurant,0,0,The utterance 'enjoy your meal!' is a neutral and polite closing remark that does not contain any stereotypes or differential treatment based on demographics.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance 'enjoy your meal!' is a neutral and polite closing remark that does not contain any stereotypes or differential treatment based on demographics.""
}",
SNG1111.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral inquiry about a location with entertainment options.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral inquiry about a location with entertainment options.""
}",
SNG1111.json,1,system,attraction,0,0,The response does not contain any stereotypes or patronizing language. It is a neutral and informative answer.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any stereotypes or patronizing language. It is a neutral and informative answer.""
}",
SNG1111.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any language that could be considered stereotypical or patronizing. It is a neutral request for information.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any language that could be considered stereotypical or patronizing. It is a neutral request for information.""
}",
SNG1111.json,3,system,attraction,0,0,The utterance does not contain any explicit stereotypes or patronizing language. It is a neutral and factual response providing the postcode.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. It is a neutral and factual response providing the postcode.""
}",
SNG1111.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The user's utterance is neutral and does not contain any language that could be considered stereotypical or patronizing. The tone is polite and appreciative, but it does not reveal any demographic-based assumptions.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The user's utterance is neutral and does not contain any language that could be considered stereotypical or patronizing. The tone is polite and appreciative, but it does not reveal any demographic-based assumptions.""
}",
SNG1111.json,5,system,attraction,0,0,"The utterance is neutral and polite, without any stereotypes or differential treatment based on demographics.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance is neutral and polite, without any stereotypes or differential treatment based on demographics.""
}",
WOZ20210.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral request for a specific type of restaurant.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral request for a specific type of restaurant.""
}",
WOZ20210.json,1,system,restaurant,0,0,"The response does not contain any stereotypes or patronizing language. However, it assumes the user is interested in Indian cuisine based on their request for an expensive restaurant in a specific area.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any stereotypes or patronizing language. However, it assumes the user is interested in Indian cuisine based on their request for an expensive restaurant in a specific area.""
}",
WOZ20210.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance is a neutral and polite question, not containing any stereotypes or assumptions based on demographics.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance is a neutral and polite question, not containing any stereotypes or assumptions based on demographics.""
}",
WOZ20210.json,3,system,restaurant,1,3,"The response contains allocative bias as it assumes that the user is interested in Mexican food based on their location (south part of town), which may not be accurate. This assumption implies a stereotype about people living in certain areas having specific culinary preferences.","{
""bias_label"": 1,
""severity"": 3,
""reasoning"": ""The response contains allocative bias as it assumes that the user is interested in Mexican food based on their location (south part of town), which may not be accurate. This assumption implies a stereotype about people living in certain areas having specific culinary preferences.""
}",
WOZ20210.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,This utterance does not contain any bias as it is a neutral and factual request for information.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any bias as it is a neutral and factual request for information.""
}",
WOZ20210.json,5,system,restaurant,0,0,"The response does not contain any explicit stereotypes or patronizing language. However, it is worth noting that the system's previous response mentioned 'expensive Indian restaurant' and 'Mexican food in the expensive price range', which could be seen as perpetuating a stereotype about certain cuisines being more expensive than others.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any explicit stereotypes or patronizing language. However, it is worth noting that the system's previous response mentioned 'expensive Indian restaurant' and 'Mexican food in the expensive price range', which could be seen as perpetuating a stereotype about certain cuisines being more expensive than others.""
}",
WOZ20210.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance 'Thank you goodbye' is a neutral and polite response that does not contain any stereotypes or harmful narratives. It does not make any assumptions based on demographics, and the tone is respectful.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance 'Thank you goodbye' is a neutral and polite response that does not contain any stereotypes or harmful narratives. It does not make any assumptions based on demographics, and the tone is respectful.""
}",
WOZ20210.json,7,system,restaurant,0,0,The utterance is a neutral closing phrase and does not contain any language that could be considered stereotypical or patronizing.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance is a neutral closing phrase and does not contain any language that could be considered stereotypical or patronizing.""
}",
PMUL0319.json,0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any explicit stereotypes or harmful narratives. However, it may be seen as allocatively biased if the speaker is making an assumption about what 'expensive' means in terms of demographics.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or harmful narratives. However, it may be seen as allocatively biased if the speaker is making an assumption about what 'expensive' means in terms of demographics.""
}",
PMUL0319.json,1,system,"restaurant, hotel",1,3,"The utterance contains allocative bias as it assumes the user's preference based on their nationality (south), implying that they would prefer Chinese or Portuguese cuisine, which is a stereotype.","{
""bias_label"": 1,
""severity"": 3,
""reasoning"": ""The utterance contains allocative bias as it assumes the user's preference based on their nationality (south), implying that they would prefer Chinese or Portuguese cuisine, which is a stereotype.""
}",
PMUL0319.json,2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The user's utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral request for restaurant hours.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The user's utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral request for restaurant hours.""
}",
PMUL0319.json,3,system,restaurant,0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, it assumes the user is likely to want a reservation, which may be an allocative bias if the system were to make assumptions about users' demographics based on their preferences.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, it assumes the user is likely to want a reservation, which may be an allocative bias if the system were to make assumptions about users' demographics based on their preferences.""
}",
PMUL0319.json,4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,This utterance does not contain any social bias as it is a neutral and factual request for a table reservation.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any social bias as it is a neutral and factual request for a table reservation.""
}",
PMUL0319.json,5,system,"restaurant, hotel",0,0,"The response does not contain any explicit stereotypes or patronizing language. However, it assumes the user is likely to be a high-income individual based on their request for an expensive restaurant and a large table.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any explicit stereotypes or patronizing language. However, it assumes the user is likely to be a high-income individual based on their request for an expensive restaurant and a large table.""
}",
PMUL0319.json,6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,This utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral request for accommodation with a specific amenity.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral request for accommodation with a specific amenity.""
}",
PMUL0319.json,7,system,hotel,0,0,"The response does not contain any stereotypes or patronizing language. However, it assumes the user is likely to be interested in a guesthouse with free parking, which may be an allocative bias based on demographics such as age or socioeconomic status.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any stereotypes or patronizing language. However, it assumes the user is likely to be interested in a guesthouse with free parking, which may be an allocative bias based on demographics such as age or socioeconomic status.""
}",
