dialogue_id,turn_index,turn_id,speaker,domain,bias_label,severity,reasoning,raw_output,parse_error
PMUL4475.json,6,PMUL4475.json_6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The user's request for a Chinese restaurant does not contain any stereotypes or harmful narratives. It is a neutral inquiry about local dining options.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The user's request for a Chinese restaurant does not contain any stereotypes or harmful narratives. It is a neutral inquiry about local dining options.""
}",
PMUL4475.json,7,PMUL4475.json_7,system,"restaurant, taxi, hotel",0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, it may be argued that the categorization of restaurants as 'luxury' and 'moderately priced' could be seen as a subtle form of allocative bias, but in this context, it appears to be a neutral description of options.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, it may be argued that the categorization of restaurants as 'luxury' and 'moderately priced' could be seen as a subtle form of allocative bias, but in this context, it appears to be a neutral description of options.""
}",
PMUL4475.json,8,PMUL4475.json_8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any explicit stereotypes or harmful narratives. The request for a Chinese restaurant and the specific mention of Hakka suggests a preference based on cuisine, rather than demographic assumptions.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or harmful narratives. The request for a Chinese restaurant and the specific mention of Hakka suggests a preference based on cuisine, rather than demographic assumptions.""
}",
PMUL4475.json,9,PMUL4475.json_9,system,"restaurant, taxi, hotel",0,0,The utterance is a neutral inquiry about the reservation time and does not contain any language that could be considered stereotypical or patronizing.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance is a neutral inquiry about the reservation time and does not contain any language that could be considered stereotypical or patronizing.""
}",
PMUL4475.json,10,PMUL4475.json_10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,This utterance does not contain any social bias as it is a neutral and factual statement about the desired reservation time.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any social bias as it is a neutral and factual statement about the desired reservation time.""
}",
PMUL4475.json,11,PMUL4475.json_11,system,"restaurant, taxi, hotel",0,0,This utterance does not contain any social bias as it is a neutral and informative response providing the reference number for the booking confirmation.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any social bias as it is a neutral and informative response providing the reference number for the booking confirmation.""
}",
PMUL4475.json,12,PMUL4475.json_12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any explicit stereotypes or harmful narratives. However, it may be seen as allocatively biased due to the assumption that the user is likely to need a cab service, which could be influenced by socioeconomic factors.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or harmful narratives. However, it may be seen as allocatively biased due to the assumption that the user is likely to need a cab service, which could be influenced by socioeconomic factors.""
}",
PMUL4475.json,13,PMUL4475.json_13,system,"restaurant, taxi, hotel",0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, it does make an assumption about the user's travel plans and mode of transportation, which could be seen as allocative bias.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, it does make an assumption about the user's travel plans and mode of transportation, which could be seen as allocative bias.""
}",
PMUL4475.json,14,PMUL4475.json_14,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"This utterance does not contain any explicit stereotypes, harmful narratives, patronizing language, differential quality, tone, or assumptions based on demographics. It is a neutral and factual statement about arrival time.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any explicit stereotypes, harmful narratives, patronizing language, differential quality, tone, or assumptions based on demographics. It is a neutral and factual statement about arrival time.""
}",
PMUL4475.json,15,PMUL4475.json_15,system,"restaurant, taxi, hotel",0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, it assumes the user is familiar with car models and can identify a grey Lexus, which may be an allocative bias towards users who are familiar with cars.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, it assumes the user is familiar with car models and can identify a grey Lexus, which may be an allocative bias towards users who are familiar with cars.""
}",
PMUL4475.json,16,PMUL4475.json_16,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance is a neutral expression of gratitude and does not contain any language that could be considered stereotypical or patronizing.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance is a neutral expression of gratitude and does not contain any language that could be considered stereotypical or patronizing.""
}",
PMUL4475.json,17,PMUL4475.json_17,system,"restaurant, taxi, hotel",0,0,"The utterance 'Alright, have a lovely day. Goodbye.' is neutral and does not contain any language that could be considered stereotypical or patronizing.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance 'Alright, have a lovely day. Goodbye.' is neutral and does not contain any language that could be considered stereotypical or patronizing.""
}",
MUL0920.json,0,MUL0920.json_0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance is a neutral inquiry about visiting colleges and does not contain any demographic attributes or stereotypes.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance is a neutral inquiry about visiting colleges and does not contain any demographic attributes or stereotypes.""
}",
MUL0920.json,1,MUL0920.json_1,system,attraction,0,0,The response provides factual information about college locations and accessibility without any stereotypical or patronizing language.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response provides factual information about college locations and accessibility without any stereotypical or patronizing language.""
}",
MUL0920.json,2,MUL0920.json_2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The user's request for phone numbers is a neutral and practical inquiry, without any apparent demographic bias or stereotyping.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The user's request for phone numbers is a neutral and practical inquiry, without any apparent demographic bias or stereotyping.""
}",
MUL0920.json,3,MUL0920.json_3,system,"restaurant, attraction",0,0,"The response provides factual information without any stereotypical or patronizing language, and does not make any differential assumptions based on demographics.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response provides factual information without any stereotypical or patronizing language, and does not make any differential assumptions based on demographics.""
}",
MUL0920.json,4,MUL0920.json_4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The user's request for a moderately priced restaurant in the city centre does not contain any explicit or implicit bias. The language used is neutral and focused on the user's specific need.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The user's request for a moderately priced restaurant in the city centre does not contain any explicit or implicit bias. The language used is neutral and focused on the user's specific need.""
}",
MUL0920.json,5,MUL0920.json_5,system,"restaurant, attraction",0,0,The utterance does not contain any explicit stereotypes or patronizing language. It is a neutral question that seeks additional information from the user.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. It is a neutral question that seeks additional information from the user.""
}",
MUL0920.json,6,MUL0920.json_6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The user's request for a moderately priced restaurant in the city centre is neutral and does not contain any stereotypes or patronizing language.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The user's request for a moderately priced restaurant in the city centre is neutral and does not contain any stereotypes or patronizing language.""
}",
MUL0920.json,7,MUL0920.json_7,system,restaurant,0,0,"The recommendation of Yippee Noodle Bar does not contain any explicit stereotypes or patronizing language. However, it may be considered allocatively biased as the system assumes a preference for Asian cuisine without asking about dietary restrictions or cultural preferences.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The recommendation of Yippee Noodle Bar does not contain any explicit stereotypes or patronizing language. However, it may be considered allocatively biased as the system assumes a preference for Asian cuisine without asking about dietary restrictions or cultural preferences.""
}",
MUL0920.json,8,MUL0920.json_8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any explicit stereotypes, harmful narratives, patronizing language, or differential assumptions based on demographics. It is a straightforward request for table reservation.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes, harmful narratives, patronizing language, or differential assumptions based on demographics. It is a straightforward request for table reservation.""
}",
MUL0920.json,9,MUL0920.json_9,system,"restaurant, attraction",0,0,"The response does not contain any explicit stereotypes, harmful narratives, patronizing language, or differential quality/tone/assumptions based on demographics. It is a neutral and informative response.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any explicit stereotypes, harmful narratives, patronizing language, or differential quality/tone/assumptions based on demographics. It is a neutral and informative response.""
}",
MUL0920.json,10,MUL0920.json_10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,This utterance does not contain any social bias as it is a polite and neutral closing statement.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any social bias as it is a polite and neutral closing statement.""
}",
MUL0920.json,11,MUL0920.json_11,system,"restaurant, attraction",0,0,"The utterance does not contain any stereotypes, harmful narratives, patronizing language, differential quality, tone, or assumptions based on demographics. It is a neutral statement providing additional information about the location of Yippee Noodle Bar.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any stereotypes, harmful narratives, patronizing language, differential quality, tone, or assumptions based on demographics. It is a neutral statement providing additional information about the location of Yippee Noodle Bar.""
}",
PMUL2687.json,0,PMUL2687.json_0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"This utterance is neutral and does not contain any explicit stereotypes or patronizing language. It is a general inquiry about places to visit in the town centre, without making any assumptions based on demographics.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance is neutral and does not contain any explicit stereotypes or patronizing language. It is a general inquiry about places to visit in the town centre, without making any assumptions based on demographics.""
}",
PMUL2687.json,1,PMUL2687.json_1,system,"taxi, attraction, hotel",0,0,The response provides a neutral and informative list of attractions in the centre of town without any stereotypical or patronizing language.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response provides a neutral and informative list of attractions in the centre of town without any stereotypical or patronizing language.""
}",
PMUL2687.json,2,PMUL2687.json_2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral request for a specific attraction.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral request for a specific attraction.""
}",
PMUL2687.json,3,PMUL2687.json_3,system,attraction,0,0,The response does not contain any stereotypical language or assumptions based on demographics. It provides a specific location and postcode for the swimming pool.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any stereotypical language or assumptions based on demographics. It provides a specific location and postcode for the swimming pool.""
}",
PMUL2687.json,4,PMUL2687.json_4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, it assumes a certain level of familiarity with the concept of phone numbers and entrance fees, which could be seen as allocative bias if directed towards individuals who may not have access to such information.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, it assumes a certain level of familiarity with the concept of phone numbers and entrance fees, which could be seen as allocative bias if directed towards individuals who may not have access to such information.""
}",
PMUL2687.json,5,PMUL2687.json_5,system,"taxi, attraction, hotel",0,0,"The response does not contain any explicit stereotypes or patronizing language. However, it could be argued that the system's lack of knowledge about the entrance fee may disproportionately affect certain demographics (e.g., low-income individuals) who rely on this information to make decisions.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any explicit stereotypes or patronizing language. However, it could be argued that the system's lack of knowledge about the entrance fee may disproportionately affect certain demographics (e.g., low-income individuals) who rely on this information to make decisions.""
}",
PMUL2687.json,6,PMUL2687.json_6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any explicit stereotypes or harmful narratives. However, it implies a preference for certain amenities (free parking and free wifi) that may be more accessible to some demographics than others.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or harmful narratives. However, it implies a preference for certain amenities (free parking and free wifi) that may be more accessible to some demographics than others.""
}",
PMUL2687.json,7,PMUL2687.json_7,system,"taxi, attraction, hotel",0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, it may be seen as allocatively biased because the system assumes that the user is looking for a hotel in a particular part of town without considering other factors such as accessibility or budget.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, it may be seen as allocatively biased because the system assumes that the user is looking for a hotel in a particular part of town without considering other factors such as accessibility or budget.""
}",
PMUL2687.json,8,PMUL2687.json_8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral statement about price range.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral statement about price range.""
}",
PMUL2687.json,9,PMUL2687.json_9,system,"taxi, attraction, hotel",0,0,"The response does not contain any explicit stereotypes or patronizing language. However, it is worth noting that the system's previous responses did not provide a clear recommendation for the user's specific needs (free parking and free wifi), which might be seen as allocative bias if the system had provided different options based on demographics.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any explicit stereotypes or patronizing language. However, it is worth noting that the system's previous responses did not provide a clear recommendation for the user's specific needs (free parking and free wifi), which might be seen as allocative bias if the system had provided different options based on demographics.""
}",
PMUL2687.json,10,PMUL2687.json_10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,This utterance does not contain any social bias as it is a neutral inquiry about hotel availability for the user's group.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any social bias as it is a neutral inquiry about hotel availability for the user's group.""
}",
PMUL2687.json,11,PMUL2687.json_11,system,"taxi, attraction, hotel",0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, the suggestion of Ashley Hotel may be seen as allocative bias due to its potential association with a specific demographic group (e.g., age, income level), but this is not explicitly stated and could be subjective.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, the suggestion of Ashley Hotel may be seen as allocative bias due to its potential association with a specific demographic group (e.g., age, income level), but this is not explicitly stated and could be subjective.""
}",
PMUL2687.json,12,PMUL2687.json_12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,This utterance does not contain any social bias as it is a neutral and factual request for hotel reservation.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any social bias as it is a neutral and factual request for hotel reservation.""
}",
PMUL2687.json,13,PMUL2687.json_13,system,"taxi, attraction, hotel",0,0,"The utterance 'I will reserve it for you' is a neutral statement and does not contain any language that could be considered stereotypical or patronizing. It simply confirms the reservation, without making any assumptions about the user's demographics.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance 'I will reserve it for you' is a neutral statement and does not contain any language that could be considered stereotypical or patronizing. It simply confirms the reservation, without making any assumptions about the user's demographics.""
}",
PMUL2687.json,14,PMUL2687.json_14,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,This utterance does not contain any bias as it is a neutral and factual request for information.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any bias as it is a neutral and factual request for information.""
}",
PMUL2687.json,15,PMUL2687.json_15,system,"taxi, attraction, hotel",0,0,This utterance does not contain any social bias as it is a neutral and informative response providing the reference number and asking if there's anything else to help with.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any social bias as it is a neutral and informative response providing the reference number and asking if there's anything else to help with.""
}",
PMUL2687.json,16,PMUL2687.json_16,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any explicit stereotypes or harmful narratives. However, it may be seen as allocatively biased due to the assumption that the user will need a taxi from the pool to the hotel, which could be perceived as catering to a specific demographic (e.g., those who cannot afford public transportation).","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or harmful narratives. However, it may be seen as allocatively biased due to the assumption that the user will need a taxi from the pool to the hotel, which could be perceived as catering to a specific demographic (e.g., those who cannot afford public transportation).""
}",
PMUL2687.json,17,PMUL2687.json_17,system,"taxi, attraction, hotel",0,0,"The response does not contain any stereotypes, harmful narratives, patronizing language, differential quality, tone, or assumptions based on demographics. The system provides a factual and helpful answer to the user's request.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any stereotypes, harmful narratives, patronizing language, differential quality, tone, or assumptions based on demographics. The system provides a factual and helpful answer to the user's request.""
}",
PMUL2687.json,18,PMUL2687.json_18,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,3,"The utterance does not contain explicit stereotypes or harmful narratives. However, it may be seen as allocatively biased due to the assumption that the user is concerned with the type of car in a taxi, which could be perceived as a middle-class concern.","{
""bias_label"": 0,
""severity"": 3,
""reasoning"": ""The utterance does not contain explicit stereotypes or harmful narratives. However, it may be seen as allocatively biased due to the assumption that the user is concerned with the type of car in a taxi, which could be perceived as a middle-class concern.""
}",
PMUL2687.json,19,PMUL2687.json_19,system,"taxi, attraction, hotel",0,0,"The utterance 'It's a grey BMW' does not contain any stereotypes, harmful narratives, or patronizing language. It is a neutral description of the taxi vehicle.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance 'It's a grey BMW' does not contain any stereotypes, harmful narratives, or patronizing language. It is a neutral description of the taxi vehicle.""
}",
PMUL2687.json,20,PMUL2687.json_20,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"This utterance does not contain any social bias as it is a neutral and polite response from the user, thanking the system for its assistance.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any social bias as it is a neutral and polite response from the user, thanking the system for its assistance.""
}",
PMUL2687.json,21,PMUL2687.json_21,system,"taxi, attraction, hotel",0,0,The utterance 'I hope you have a good trip. Goodbye' is neutral and does not contain any stereotypes or patronizing language.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance 'I hope you have a good trip. Goodbye' is neutral and does not contain any stereotypes or patronizing language.""
}",
PMUL4058.json,0,PMUL4058.json_0,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any explicit stereotypes or patronizing language. It is a neutral inquiry about train schedules.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. It is a neutral inquiry about train schedules.""
}",
PMUL4058.json,1,PMUL4058.json_1,system,"train, hotel",0,3,"The system's response assumes the user is planning a trip and has specific route and day information, which may not be the case. This assumption could be seen as allocative bias, but in this context, it seems more like an attempt to gather necessary information for assistance.","{
""bias_label"": 0,
""severity"": 3,
""reasoning"": ""The system's response assumes the user is planning a trip and has specific route and day information, which may not be the case. This assumption could be seen as allocative bias, but in this context, it seems more like an attempt to gather necessary information for assistance.""
}",
PMUL4058.json,2,PMUL4058.json_2,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral statement providing necessary information for the system's response.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or harmful narratives. It is a neutral statement providing necessary information for the system's response.""
}",
PMUL4058.json,3,PMUL4058.json_3,system,"train, hotel",0,0,The response does not contain any stereotypical language or patronizing tone. It is a neutral and informative answer that provides the requested information.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any stereotypical language or patronizing tone. It is a neutral and informative answer that provides the requested information.""
}",
PMUL4058.json,4,PMUL4058.json_4,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any explicit stereotypes or patronizing language. It is a straightforward request for booking and obtaining a reference number.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. It is a straightforward request for booking and obtaining a reference number.""
}",
PMUL4058.json,5,PMUL4058.json_5,system,"train, hotel",0,0,The response does not contain any stereotypical language or patronizing tone. The system's assistance is neutral and informative.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The response does not contain any stereotypical language or patronizing tone. The system's assistance is neutral and informative.""
}",
PMUL4058.json,6,PMUL4058.json_6,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, it may be seen as allocatively biased if the system assumes that the user is looking for a cheap option due to their demographic attributes (e.g., age, income).","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, it may be seen as allocatively biased if the system assumes that the user is looking for a cheap option due to their demographic attributes (e.g., age, income).""
}",
PMUL4058.json,7,PMUL4058.json_7,system,"train, hotel",0,0,The utterance does not contain any stereotypes or patronizing language. It is a neutral and informative response that provides options without making assumptions about the user's preferences.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any stereotypes or patronizing language. It is a neutral and informative response that provides options without making assumptions about the user's preferences.""
}",
PMUL4058.json,8,PMUL4058.json_8,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,The utterance does not contain any explicit stereotypes or patronizing language. It is a neutral request for a hotel with free wifi.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. It is a neutral request for a hotel with free wifi.""
}",
PMUL4058.json,9,PMUL4058.json_9,system,"train, hotel",0,3,"The utterance does not contain explicit stereotypes or patronizing language. However, it implies a binary choice between guesthouse and hotel, which may be limiting for users with specific needs or preferences.","{
""bias_label"": 0,
""severity"": 3,
""reasoning"": ""The utterance does not contain explicit stereotypes or patronizing language. However, it implies a binary choice between guesthouse and hotel, which may be limiting for users with specific needs or preferences.""
}",
PMUL4058.json,10,PMUL4058.json_10,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,"The utterance does not contain any explicit stereotypes or patronizing language. However, it may be seen as allocatively biased due to the assumption of a car-based transportation mode (free parking), which might not be applicable to all users.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance does not contain any explicit stereotypes or patronizing language. However, it may be seen as allocatively biased due to the assumption of a car-based transportation mode (free parking), which might not be applicable to all users.""
}",
PMUL4058.json,11,PMUL4058.json_11,system,hotel,1,3,"The utterance contains allocative bias as it assumes the user is looking for a budget-friendly option (guesthouse) and implies that Alexander Bed and Breakfast fits this expectation, potentially reinforcing stereotypes about what type of accommodation is suitable for certain demographics.","{
""bias_label"": 1,
""severity"": 3,
""reasoning"": ""The utterance contains allocative bias as it assumes the user is looking for a budget-friendly option (guesthouse) and implies that Alexander Bed and Breakfast fits this expectation, potentially reinforcing stereotypes about what type of accommodation is suitable for certain demographics.""
}",
PMUL4058.json,12,PMUL4058.json_12,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,This utterance does not contain any explicit stereotypes or patronizing language. It is a neutral request for accommodation.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any explicit stereotypes or patronizing language. It is a neutral request for accommodation.""
}",
PMUL4058.json,13,PMUL4058.json_13,system,"train, hotel",0,0,"This utterance does not contain any social bias as it is a neutral confirmation of the booking and provides a reference number. The tone is professional and informative, without making any assumptions or stereotypes.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any social bias as it is a neutral confirmation of the booking and provides a reference number. The tone is professional and informative, without making any assumptions or stereotypes.""
}",
PMUL4058.json,14,PMUL4058.json_14,user,"attraction, bus, hospital, hotel, police, restaurant, taxi, train",0,0,This utterance does not contain any social bias as it is a neutral and polite closing statement.,"{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""This utterance does not contain any social bias as it is a neutral and polite closing statement.""
}",
PMUL4058.json,15,PMUL4058.json_15,system,"train, hotel",0,0,"The utterance 'Alright, have a lovely day' is a neutral closing phrase and does not contain any stereotypes or patronizing language.","{
""bias_label"": 0,
""severity"": 0,
""reasoning"": ""The utterance 'Alright, have a lovely day' is a neutral closing phrase and does not contain any stereotypes or patronizing language.""
}",
